"perceptual decision making" -- "attention"
"stratejik yönetim" -- "girişimcilik"
"welfare state research" -- "comparative political economy"
"circulating tumor cells" -- "microfluidics"
"education law" -- "education policy"
"education law" -- "school technology leadership"
"human geography" -- "cultural geography"
"human geography" -- "development studies"
"parallel computing" -- "combinatorial scientific computing"
"parallel computing" -- "distributed"
"seismic behavior" -- "reinforced concrete"
"video search" -- "imaging"
"glucose" -- "nutrition"
"religious history" -- "information science"
"computação gráfica" -- "visão computacional"
"human embryonic stem cells" -- "induced pluripotent stem cells"
"fiber sensors" -- "fiber lasers"
"islam" -- "islamic thought"
"climate engineering" -- "geoengineering"
"neonatal neurology" -- "pediatric neurology"
"vehicle system dynamics" -- "vibration control"
"behavioral finance" -- "investor behavior"
"behavioral finance" -- "financial services marketing"
"behavioral finance" -- "financial therapy"
"behavioral finance" -- "household finance"
"language impairment" -- "bilingualism"
"biologie cellulaire" -- "endocrinologie"
"biomedical microdevices" -- "microfluidics"
"manet" -- "vanet"
"hispanic linguistics" -- "bilingualism"
"many-body physics" -- "quantum optics"
"emerging non-volatile memory" -- "embedded systems"
"neuro-ophthalmology" -- "neurology"
"quantitative image analysis" -- "single cell analysis"
"calibration" -- "measurement uncertainty"
"comparative democratization" -- "political parties"
"preventive health" -- "neurosurgery"
"learning" -- "teaching in higher education"
"learning" -- "mathematics teaching"
"learning" -- "mentoring"
"learning" -- "memory"
"learning" -- "relapse"
"learning" -- "scholarship of teaching"
"learning" -- "higher education research"
"information privacy" -- "information security"
"kidney development" -- "disease"
"management of innovation" -- "economics"
"piano" -- "canção brasileira"
"human genetics" -- "genetic toxicology"
"geschichte" -- "digital humanities"
"isotope hydrology" -- "ecohydrology"
"discourse analysis" -- "stylistics"
"discourse analysis" -- "systemic functional linguistics"
"discourse analysis" -- "sociolinguistics"
"product platforms" -- "complexity management"
"pedagogía social" -- "educación"
"pedagogía social" -- "educación social"
"teoría de la traducción" -- "traducción"
"combinatorial optimization" -- "polyhedral combinatorics"
"combinatorial optimization" -- "heuristic algorithms"
"combinatorial optimization" -- "linear"
"combinatorial optimization" -- "efficient algorithms"
"tax law" -- "tax compliance"
"tax law" -- "derecho financiero"
"risk behavior" -- "adolescence"
"crop breeding" -- "genetics"
"moral reasoning" -- "science education"
"urban environment" -- "environmental justice"
"metal matrix nanocomposites" -- "scalable nanomanufacturing"
"experimental particle physics" -- "dark matter"
"tectonics" -- "seismic reflection"
"tectonics" -- "magmatism"
"tectonics" -- "analogue modeling"
"tectonics" -- "regional geology"
"tectonics" -- "ophiolites"
"tectonics" -- "metamorphism"
"tectonics" -- "thermochronology"
"tectonics" -- "tibetan plateau"
"tectonics" -- "sedimentary geology"
"tectonics" -- "climate interactions"
"tectonics" -- "reflection seismology"
"tectonics" -- "surface processes"
"hymenoptera" -- "systematics"
"automaticity" -- "affect"
"medical device design" -- "biomedical engineering"
"dsmc" -- "microfluidics"
"translational research" -- "immunology"
"archaeological computing" -- "digital humanities"
"plant lipids" -- "biotechnology"
"smart healthcare" -- "privacy"
"camera networks" -- "computer vision"
"open access" -- "academic publishing"
"open access" -- "scholarly publishing"
"open access" -- "copyright"
"neuromodulation" -- "norepinephrine"
"marketing education" -- "marketing communication"
"epistemic logic" -- "model checking"
"astrodynamics" -- "orbit determination"
"astrodynamics" -- "formation flying"
"astrodynamics" -- "space debris"
"astrodynamics" -- "space systems engineering"
"writing" -- "escritura"
"infrared imaging" -- "imaging"
"gpcr" -- "homology modelling"
"neutrino physics" -- "astroparticle physics"
"civil war" -- "international relations"
"europeanization" -- "nationalism studies"
"creative writing" -- "poetry"
"creative writing" -- "fiction"
"behavioral evolution" -- "ornithology"
"tensegrity" -- "civil engineering"
"magnetic materials" -- "exchange bias"
"consumer well-being" -- "consumer behavior"
"play therapy" -- "school counseling"
"evolution education" -- "science education"
"ironmaking" -- "blast furnace"
"fluorescence" -- "optical biosensors"
"fluorescence" -- "biophysics"
"fluorescence" -- "circular dichroism"
"structural stability" -- "steel structures"
"pediatric nutrition" -- "disease"
"vulnerabilidad" -- "sig"
"force spectroscopy" -- "biophysics"
"geofísica" -- "gravimetria"
"welfare state" -- "social policy"
"crowdsourcing" -- "digital economy"
"crowdsourcing" -- "democratic innovations"
"crowdsourcing" -- "crowd computing"
"agriculture" -- "herbicides"
"level set" -- "computational fluid dynamics"
"structural biology" -- "structure-based drug design"
"structural biology" -- "glycobiology"
"structural biology" -- "nmr spectroscopy"
"structural biology" -- "synchrotron radiation"
"structural biology" -- "protein biochemistry"
"structural biology" -- "electron cryo-microscopy"
"structural biology" -- "ribosome"
"structural biology" -- "membrane protein crystallography"
"structural biology" -- "biomolecular nmr"
"structural biology" -- "glycoproteins"
"structural biology" -- "protein nmr"
"tesol" -- "esl"
"tesol" -- "applied linguistics"
"tesol" -- "elt"
"classroom discourse" -- "science education"
"atmospheric chemistry" -- "aerosol chemistry"
"atmospheric chemistry" -- "atmospheric research"
"atmospheric chemistry" -- "bio-based products"
"atmospheric chemistry" -- "indoor air chemistry"
"atmospheric chemistry" -- "trace gases"
"atmospheric chemistry" -- "airborne measurements"
"atmospheric chemistry" -- "organic pollutants"
"atmospheric chemistry" -- "tropospheric chemistry"
"atmospheric chemistry" -- "atmospheric aerosols"
"atmospheric chemistry" -- "secondary organic aerosol"
"psikolojik danışma" -- "rehberlik"
"psikolojik danışma" -- "psikoloji"
"urodynamics" -- "imaging"
"lis" -- "bibliometrics"
"teachers" -- "educational technology"
"solvation" -- "ionic liquids"
"watershed hydrology" -- "gis"
"brachypodium" -- "arabidopsis"
"internet studies" -- "digital performance"
"conservation laws" -- "numerical analysis"
"climate risk" -- "floods"
"media streaming" -- "computer vision"
"co-design" -- "service design"
"co-design" -- "participatory design"
"hydrolysis" -- "fermentation"
"flame retardant" -- "nanocomposites"
"youth civic engagement" -- "urban education"
"death penalty" -- "criminal law"
"molecular recognition" -- "supramolecular chemistry"
"statistical disclosure control" -- "privacy"
"developmental neuroscience" -- "vision neuroscience"
"nonprofit organizations" -- "philanthropy"
"web usage mining" -- "recommender systems"
"proms" -- "clinical outcomes"
"numerical software" -- "numerical analysis"
"enviromental science" -- "health"
"nociception" -- "pain"
"unemployment" -- "job search"
"unemployment" -- "macroeconomics"
"unemployment" -- "typical"
"big data analytics" -- "large-scale systems"
"big data analytics" -- "management systems"
"big data analytics" -- "bi"
"big data analytics" -- "user behavior analysis"
"multimedia data mining" -- "imaging"
"visual tracking" -- "computer vision"
"global politics" -- "international relations"
"condensed matter" -- "physics"
"movilidad" -- "comunicación"
"visual odometry" -- "slam"
"mmw" -- "rf"
"parallel programming" -- "algorithmic skeletons"
"bivalves" -- "mariculture"
"bivalves" -- "nutrition"
"energy efficient buildings" -- "sustainable building"
"chromatin dynamics" -- "epigenetics"
"esp" -- "eap"
"ciencia" -- "educación"
"urban forest" -- "urban ecology"
"circulation" -- "mobile"
"empresa familiar" -- "emprendimiento"
"hci" -- "cscw"
"hci" -- "cyber"
"hci" -- "sonification"
"hci" -- "ict for development"
"hci" -- "persuasive design"
"hci" -- "virtual reference services"
"hci" -- "ictd"
"hci" -- "sts"
"hci" -- "content"
"hci" -- "persuasive technology"
"hci" -- "tabletop computing"
"hci" -- "usability testing"
"hci" -- "design ethnography"
"hci" -- "ux design"
"hci" -- "pim"
"hci" -- "ubicomp"
"hci" -- "diy"
"hci" -- "gestural interfaces"
"practitioner research" -- "teacher education"
"contabilidade gerencial" -- "controladoria"
"emociones" -- "educación"
"level set method" -- "multiphase flow"
"biodiversity informatics" -- "biogeography"
"historical sociolinguistics" -- "corpus linguistics"
"nanoscale heat transfer" -- "phonon transport"
"visual research" -- "social foundations of education"
"neurociências" -- "cognição"
"neurociências" -- "bioquímica"
"elementary education" -- "science education"
"papuan languages" -- "language documentation"
"eczema" -- "allergy"
"global supply chains" -- "international trade"
"energias renováveis" -- "biomassa"
"pathogenesis" -- "microbiology"
"pathogenesis" -- "fungal cell biology"
"narrative analysis" -- "public administration theory"
"exercise training" -- "microcirculation"
"latent variable models" -- "psychometrics"
"soundscape" -- "acoustics"
"aphids" -- "extension"
"artificial neural networks" -- "reliability of structures"
"isotope analysis" -- "analytical chemistry"
"cell migration" -- "cell fate specification"
"cell migration" -- "actin cytoskeleton"
"palmitoylation" -- "ecm"
"clinical genetics" -- "newborn screening"
"self-mixing" -- "photonics"
"evolution of infectious disease" -- "ecology"
"public understanding of science" -- "science communication"
"autobiography" -- "memory"
"sanskrit" -- "linguistics"
"ciudadanía" -- "tic"
"applied machine learning" -- "visual localization"
"qualitative research" -- "professional education"
"qualitative research" -- "patient involvement"
"droplet evaporation" -- "droplet combustion"
"product-service systems" -- "service logic"
"problem behaviors" -- "adolescence"
"chinese law" -- "international law"
"primary production" -- "phytoplankton"
"renacimiento" -- "humanismo"
"smooth muscle biology" -- "nitric oxide biology"
"health informatics" -- "consumer health informatics"
"gastronomy" -- "food history"
"etik" -- "filosofie"
"etik" -- "rehberlik"
"terramechanics" -- "space robotics"
"brillouin scattering" -- "microwave photonics"
"rangeland management" -- "pastoralism"
"mastologia" -- "ginecologia"
"phycology" -- "ecology"
"phycology" -- "dinoflagellates"
"collective intelligence" -- "online collaboration"
"modelagem molecular" -- "química analítica"
"psicología educativa" -- "tic"
"energy policy" -- "public lands"
"energy policy" -- "automotive industry"
"energy policy" -- "geological carbon sequestration"
"energy policy" -- "energy security"
"energy policy" -- "energy modeling"
"energy policy" -- "automobility"
"energy policy" -- "energy economics"
"energy policy" -- "pollution prevention"
"energy policy" -- "energy studies"
"energy policy" -- "nuclear energy"
"energy policy" -- "dissent"
"energy policy" -- "environmental policy"
"energy policy" -- "socio-technical transitions"
"energy policy" -- "sustainability transitions"
"energy policy" -- "energy innovation"
"turfgrass" -- "weed science"
"crowding" -- "vision"
"quaternary environmental change" -- "geomorphology"
"power" -- "energy"
"power" -- "status"
"court interpreting" -- "translation"
"ethnography" -- "post-socialism"
"ultra-precision machining" -- "ecm"
"listeria monocytogenes" -- "food microbiology"
"standards" -- "inter-organizational collaboration"
"ornithology" -- "ecology"
"k-12 education" -- "education policy"
"microcirculation" -- "surgical research"
"microcirculation" -- "immune modulation"
"plant molecular biology" -- "genetics"
"plant molecular biology" -- "polyamines"
"theoretical solid state physics" -- "materials modelling"
"critical tourism studies" -- "environmental history"
"model predictive control" -- "nonlinear observers"
"model predictive control" -- "dynamic optimization"
"model predictive control" -- "advanced control theory"
