"perceptual decision making" -- "attention"
"memory" -- "sensory neuroscience"
"social networks" -- "information diffusion"
"social networks" -- "virtual communities"
"social networks" -- "politics of development"
"social networks" -- "energy conservation"
"irish studies" -- "postcolonial studies"
"clinical psychopharmacology" -- "psychiatry"
"earth observation" -- "remote sensing"
"genomica" -- "biologia de sistemas"
"liaison psychiatry" -- "patient involvement"
"sentencing" -- "criminal law"
"nonlinear optics" -- "quantum optics"
"nonlinear optics" -- "pulse shaping"
"nonlinear optics" -- "ultrafast phenomena"
"nonlinear optics" -- "microcavity"
"nonlinear optics" -- "ultrafast lasers"
"nonlinear optics" -- "microspectroscopy"
"nonlinear optics" -- "fibre optics"
"nonlinear optics" -- "fiber lasers"
"building construction" -- "building technology"
"friction stir welding" -- "response surface methodology"
"friction stir welding" -- "welding metallurgy"
"friction stir welding" -- "recrystallization"
"cosmetics" -- "pharmaceutics"
"hydrological modeling" -- "groundwater recharge"
"mendelian disorders" -- "inborn errors of metabolism"
"astrochemistry" -- "gas phase kinetics"
"human osteology" -- "bioarchaeology"
"reflectance spectroscopy" -- "remote sensing"
"temporomandibular disorders" -- "oral cancer"
"flight mechanics" -- "rotorcraft"
"pharmaceutical sciences" -- "anticancer drugs"
"energetyka" -- "ekonomia"
"attosecond physics" -- "high harmonic generation"
"solar cells" -- "transistors"
"solar cells" -- "solar energy materials"
"solar cells" -- "led"
"solar cells" -- "atomic force microscope"
"random networks" -- "network science"
"stock assessment" -- "fisheries"
"innovación social" -- "relaciones públicas"
"transcription" -- "retinoblastoma"
"sustainable building" -- "embodied energy"
"human evolution" -- "population genetics"
"consumer behavior" -- "behavioral decision theory"
"consumer behavior" -- "services marketing"
"consumer behavior" -- "sensory marketing"
"consumer behavior" -- "environmental marketing"
"medya" -- "psikoloji"
"web analytics" -- "information science"
"atom interferometry" -- "bose-einstein condensation"
"quantitative methodology" -- "anxiety sensitivity"
"quantitative methodology" -- "measurement"
"quantitative methodology" -- "structural interventions"
"social studies of finance" -- "economic sociology"
"didattica" -- "tecnologie didattiche"
"enzyme mechanism" -- "biocatalysis"
"silicon" -- "semiconductor electrochemistry"
"uranium" -- "ore deposits"
"teacher education" -- "student learning"
"teacher education" -- "teacher learning"
"teacher education" -- "teacher development"
"teacher education" -- "teacher identity"
"teacher education" -- "teacher knowledge"
"teacher education" -- "social emotional learning"
"teacher education" -- "history of education"
"teacher education" -- "secondary education"
"teacher education" -- "professional identity"
"teacher education" -- "math education"
"english literature" -- "digital humanities"
"computational fluid" -- "experimental"
"supply chain strategy" -- "operations management"
"porphyrin chemistry" -- "supramolecular chemistry"
"stochastic dynamics" -- "structural reliability"
"makerspaces" -- "distance learning"
"family" -- "marriage"
"dissolution" -- "social stratification"
"rna modification" -- "genome evolution"
"subjectivity" -- "governmentality"
"european studies" -- "international relations"
"multilingualism" -- "bilingualism"
"alternative media" -- "journalism"
"protein aggregation" -- "neurodegeneration"
"spatial interaction" -- "cognitive systems"
"voz" -- "fonoaudiologia"
"thermal hydraulics" -- "heat transfer"
"raman spectroscopy" -- "photoluminescence"
"wetting" -- "superhydrophobicity"
"dante" -- "digital humanities"
"geodesign" -- "gis"
"criminal justice policy" -- "policing"
"philosophy of education" -- "moral education"
"philosophy of medicine" -- "bioethics"
"novel therapeutics" -- "psychiatry"
"fingerprint" -- "biometrics"
"dfm" -- "cad"
"dfm" -- "cg"
"authoritarian politics" -- "democratization"
"trusted computing" -- "privacy"
"theoretical psychology" -- "public deliberation"
"docencia" -- "educación social"
"political behavior" -- "racial politics"
"political behavior" -- "australian politics"
"environmental ethics" -- "animal ethics"
"environmental ethics" -- "bioethics"
"phononic crystals" -- "metamaterials"
"oncologia" -- "anatomia patologica"
"oncologia" -- "genetica molecolare"
"pelvic organ prolapse" -- "incontinence"
"pelvic organ prolapse" -- "urinary incontinence"
"carbonate sedimentology" -- "mesozoic"
"carbonate sedimentology" -- "isotope geochemistry"
"intelligent transportation" -- "power systems"
"fisheries" -- "marine protected areas"
"biomimetic materials" -- "mechanics of materials"
"atomic molecular physics" -- "ultrafast dynamics"
"ncl_cs_sys" -- "privacy"
"segunda área de interés" -- "primera área de interés"
"segunda área de interés" -- "neurotoxicity"
"lean" -- "six sigma"
"lean" -- "operations management"
"self-study" -- "pck"
"t cell biology" -- "immunology"
"quantum" -- "error correction"
"quantum" -- "near-field microscopy"
"ship design" -- "human centred design"
"isotope geochemistry" -- "geochronology"
"organization theory" -- "organizational routines"
"organization theory" -- "entrepreneurship"
"developmental criminology" -- "criminological theory"
"family dynamics" -- "social stratification"
"transportation planning" -- "travel behavior"
"transportation planning" -- "econometric modelling"
"transportation planning" -- "town planning"
"transportation planning" -- "travel demand modeling"
"transportation planning" -- "public transport"
"embedded security" -- "cryptography"
"labour studies" -- "political economy"
"nature" -- "health"
"italian" -- "language contact"
"anatomy" -- "clinical anatomy"
"nano energy" -- "nanogenerator"
"marketing models" -- "bayesian statistics"
"mesoscale" -- "natural hazards"
"rangeland ecology" -- "stewardship"
"hydrogen" -- "fuel cells"
"image fusion" -- "digital photography"
"theory of condensed matter" -- "electronic excitations"
"convection" -- "mesoscale dynamics"
"bibliometrics" -- "informetrics"
"bibliometrics" -- "information science"
"bibliometrics" -- "research assessment"
"bibliometrics" -- "library information science"
"cardiopulmonary resuscitation" -- "intensive care"
"austrian economics" -- "public choice"
"controle de processos" -- "processamento de sinais"
"nanoscale heat transport" -- "complex systems"
"chemistry" -- "environmental forensics"
"chemistry" -- "materials"
"chemistry" -- "pesticides"
"immunopharmacology" -- "immunology"
"macromolecules" -- "carbon"
"inteligencia emocional" -- "rendimiento académico"
"inteligencia emocional" -- "educación"
"intelligent transportation systems" -- "traffic control"
"intelligent transportation systems" -- "spatio-temporal data analytics"
"intelligent transportation systems" -- "vehicular communications"
"intelligent transportation systems" -- "connected vehicle technology"
"mast cells" -- "allergy"
"dsl" -- "hearing aids"
"transient spectroscopy" -- "photocatalysis"
"linguística textual" -- "língua portuguesa"
"x-ray" -- "synchrotron"
"cretaceous" -- "biostratigraphy"
"cretaceous" -- "bone histology"
"simulation" -- "device modeling"
"simulation" -- "healthcare engineering"
"simulation" -- "its"
"simulation" -- "healthcare systems"
"simulation" -- "interprofessional education"
"simulation" -- "nature-inspired computing"
"eu" -- "comparative politics"
"law psychology" -- "group behavior"
"british politics" -- "political parties"
"life balance" -- "work"
"street-level bureaucracy" -- "policing"
"career success" -- "mentoring"
"business history" -- "knowledge integration"
"rescue" -- "search"
"biomolecular engineering" -- "chemical"
"international marketing" -- "strategic marketing"
"generic programming" -- "functional programming"
"action recognition" -- "computer vision"
"science of science" -- "complex systems"
"materials discovery" -- "solar fuels"
"immune system" -- "biophysics"
"thermochronometry" -- "continental tectonics"
"veterinary microbiology" -- "oesophageal cancer"
"planetary geology" -- "remote sensing"
"foresight" -- "scenarios"
"music composition" -- "music analysis"
"star formation" -- "molecular clouds"
"minería" -- "recursos naturales"
"pancreatic cancer" -- "liver cancer"
"pancreatic cancer" -- "swi"
"pancreatic cancer" -- "neuroendocrine tumors"
"cultural history" -- "south asian history"
"gnc" -- "trajectory optimization"
"taxonomia" -- "crustáceos"
"taxonomia" -- "herpetologia"
"saccharomyces cerevisiae" -- "yeast"
"problem solving" -- "critical thinking"
"epilepsy" -- "general neurology"
"epilepsy" -- "sudep"
"epilepsy" -- "pediatric neurology"
"log analysis" -- "distributed systems"
"talent" -- "giftedness"
"transport policy" -- "transport economics"
"arithmetic geometry" -- "number theory"
"signaling pathways" -- "cancer biology"
"permeability" -- "membranes"
"deltas" -- "rivers"
"telecomunicações" -- "processamento de sinais"
"mr physics" -- "magnetic resonance imaging"
"psicologia da saúde" -- "psicologia do desenvolvimento"
"psicologia da saúde" -- "espiritualidad"
"immunomodulation" -- "immunology"
"co" -- "natural resource governance"
"consumer health informatics" -- "patient reported outcome measures"
"consumer health informatics" -- "health informatics"
"inflation" -- "cosmology"
"3d computer graphics" -- "complex systems"
"plant protection" -- "plant pathology"
"civil engineering" -- "dam engineering"
"civil engineering" -- "structural engineering"
"civil engineering" -- "pavement"
"civil engineering" -- "indoor air"
"civil engineering" -- "highway design"
"civil engineering" -- "waste materials"
"civil engineering" -- "marine structures"
"agricultural economics" -- "wine economics"
"agricultural economics" -- "food policy"
"engenharia agrícola" -- "ergonomia"
"semantic search" -- "information retrieval"
"fault diagnosis" -- "fault tolerant control"
"secondary battery" -- "energy storage"
"acute" -- "school health"
"sol-gel chemistry" -- "energy storage"
"active noise" -- "vibration control"
"online research" -- "ethics"
"allergology" -- "immunology"
"motor learning" -- "motor behavior"
"motor learning" -- "computational motor control"
"second language education" -- "phonetics"
"protein-protein interactions" -- "single molecule force spectroscopy"
"psicologia educacional" -- "história da psicologia"
"psicologia educacional" -- "formação de professores"
"repetitive control" -- "distributed generation"
"perfusion" -- "imaging"
"statistical software" -- "applied statistics"
"branding" -- "market orientation"
"branding" -- "cultural diversity"
"branding" -- "consumer socialization"
"bestuurskunde" -- "public administration"
"computer-aided design" -- "electronic design automation"
"luminescence dating" -- "osl"
"luminescence dating" -- "fluvial"
"fractional calculus" -- "fractional order control"
"viral immunology" -- "molecular virology"
"finite element analysis" -- "electromagnetic forming"
"finite element analysis" -- "computational biomechanics"
"geologia econômica" -- "mineralogia"
"palaeopathology" -- "bioarchaeology"
"coastal geomorphology" -- "sea level change"
"synaptic physiology" -- "glutamate receptors"
"genetic testing" -- "genetics"
"salud pública" -- "enfermería comunitaria"
"security requirements engineering" -- "requirements engineering"
"rivers" -- "floodplains"
"rivers" -- "streams"
"rivers" -- "freshwater invertebrates"
"rivers" -- "secondary production"
"medieval literature" -- "arthurian literature"
"complex dynamics" -- "low-dimensional topology"
"digital image analysis" -- "evolutionary algorithms"
"distributed algorithms" -- "distributed systems"
"ingegneria meccanica" -- "energetica"
"english language education" -- "curriculum development"
"educational administration" -- "educational leadership"
"multifunctional materials" -- "mechanics of materials"
"concrete materials" -- "asr"
"concrete materials" -- "structural engineering"
"algae biofuels" -- "anaerobic digestion"
"real-time control" -- "floods"
"transplant surgery" -- "general surgery"
"solar energy conversion" -- "photocatalysis"
"ultracold quantum gases" -- "quantum optics"
"ultracold quantum gases" -- "non-equilibrium dynamics"
"auditory cognitive neuroscience" -- "speech perception"
"satellite cells" -- "skeletal muscle"
"remote sensing application" -- "gis"
"messaging" -- "campaigns"
"green design" -- "sustainability"
"nanotecnologia" -- "biotecnologia"
"nanotecnologia" -- "processos de separação"
"nanotecnologia" -- "toxicologia ambiental"
"nanotecnologia" -- "tecnologia farmacêutica"
"factor analysis" -- "psychometrics"
